"word","type","condition","experiment","grouping","Length","Freq_HAL","Log_Freq_HAL","MorphSp","MorphPr","NMorph","POS"
"ocean","target","stem-from-affix-conds","two","stems-from-aff",5,11050,9.31,NA,"{""o.Sn=}","1","NN"
"oceanic","target","suffix","one","one",7,830,6.721,NA,"{%o.Si.""an$}.>Ik>","2","JJ"
"oddity","prime","suffixed-stem","one","one",6,419,6.038,NA,"{""A4}.>@.4i>","2","NN"
"oddly","target","suffixed-stem","one","one",5,2325,7.751,NA,"{""Ad}.>li>","2","RB"
"open","target","stem-from-prefixed-prime","two","stem-standard",4,145040,11.885,NA,"{""o.p@n}","1","JJ|VB|NN|RB"
"overburden","target","prefixed-stem","one","one",10,59,4.078,NA,"<%o.v@`<.{b""3`.dn=}","2","VB"
"overdue","target","prefixed-stem","one","one",7,1099,7.002,NA,"<%o.v@`<.{d""u}","2","JJ"
"overload","prime","stem-from-prefixed-prime","two","stem-standard",8,2585,7.857,NA,"<%o.v@`<.{l""od}","2","VB"
"overrun","target","prefix","one","one",7,1658,7.413,NA,"<%o.v@`<.{r""Vn}","2","VB"
"oversea","prime","prefix","one","one",7,578,6.36,NA,"<%o.v@`<.{s""i}","2","JJ|RB"
"oversee","prime","stem-from-prefixed-prime","two","stem-standard",7,1144,7.042,NA,"<%o.v@`<.{s""i}","2","VB"
"overstock","target","prefixed-stem","one","one",9,125,4.828,NA,"<%o.v@`<.{st""Ak}","2","VB"
"own","target","stem-from-affix-conds","two","stems-from-aff",3,284270,12.558,NA,"{""on}","1","JJ|VB"
"pack","target","stem-from-prefixed-prime","two","stem-standard",4,30418,10.323,NA,"{p""ak}","1","VB|NN"
"pain","prime","stem-from-affix-conds","two","stems-from-aff",4,36596,10.508,NA,"{p""en}","1","NN|VB"
"painless","prime","suffix","one","one",8,1220,7.107,NA,"{p""en}.>l@s>","2","JJ"
"paint","prime","stem-from-affix-conds","two","stems-from-aff",5,15964,9.678,NA,"{p""ent}","1","NN|VB"
"paradise","target","semantic","one","two",8,11010,9.307,NA,"{p""a.r@.daIs}","1","NN"
"parasite","target","identity","one","one",8,2898,7.972,NA,"{p""a.r@.saIt}","1","NN"
"particle","prime","semantic","one","two",8,5898,8.682,NA,"{p""Ar.4I.kl=}","1","NN"
"patch","target","nw-w_foil","two","stem-standard",5,25238,10.136,NA,"{p""atS}","1","NN|VB"
"peak","target","semantic-2","two","stems-from-aff",4,8419,9.038,NA,"{p""ik}","1","NN|VB"
"pile","prime","semantic-2","two","stems-from-aff",4,5666,8.642,NA,"{p""aIl}","1","NN|VB"
"placebo","target","identity","one","one",7,1114,7.016,NA,"{pl@.s""i.bo}","1","NN"
"plain","target","stem-from-affix-conds","two","stems-from-aff",5,23526,10.066,NA,"{pl""en}","1","JJ|NN|RB"
"plainly","target","suffix","one","one",7,1777,7.483,NA,"{pl""en}.>li>","2","RB"
"plan","target","stem-from-affix-conds","two","stems-from-aff",4,63172,11.054,NA,"{pl""an}","1","NN|VB"
"planner","target","suffix","one","one",7,1840,7.518,NA,"{pl""an}.>@`>","2","NN"
"plate","target","semantic-2","two","stems-from-aff",5,10419,9.251,NA,"{pl""et}","1","NN|VB"
"play","target","stem-from-suffixed-prime","two","stem-standard",4,149546,11.915,NA,"{pl""e}","1","VB|NN"
"playable","target","suffixed-stem","one","one",8,2829,7.948,NA,"{pl""e}>@.bl=>","2","JJ"
"playable","prime","stem-from-suffixed-prime","two","stem-standard",8,2829,7.948,NA,"{pl""e}>@.bl=>","2","JJ"
"playful","prime","suffixed-stem","one","one",7,1020,6.928,NA,"{pl""e}.>fl=>","2","JJ"
"pleasant","prime","semantic","one","two",8,6736,8.815,NA,"{pl""E.z--n=t}","2","JJ|NN"
"poet","prime","stem-from-affix-conds","two","stems-from-aff",4,3454,8.147,NA,"{p""o@t}","1","NN"
"poetic","prime","suffix","one","one",6,1433,7.268,NA,"{po.""E4$}.>Ik>","2","JJ"
"policies","prime","orthographic","one","two",8,15119,9.624,NA,"{p""A.l@.si}>z>","2","NN"
"politely","target","orthographic","one","two",8,2377,7.774,NA,"{p@.l""aIt}.>li>","2","RB"
"prearrange","target","prefixed-stem","one","one",10,9,2.197,NA,"<pr%i<{@`.r""endZ}","2","VB"
"precut","prime","prefixed-stem","one","one",6,28,3.332,NA,"<pr%i<.{k""Vt}","2","JJ"
"preschool","prime","stem-from-prefixed-prime","two","stem-standard",9,670,6.507,NA,"<pr""i<.{skul}","2","NN"
"preserve","target","semantic","one","two",8,6306,8.749,NA,"{pr@-.-z""3`v}","2","VB|NN"
"preset","prime","stem-from-prefixed-prime","two","stem-standard",6,702,6.554,NA,"<pr""i<.{sEt}","2","JJ|NN"
"price","target","stem-from-affix-conds","two","stems-from-aff",5,153716,11.943,NA,"{pr""aIs}","1","NN|VB"
"priceless","target","suffix","one","one",9,916,6.82,NA,"{pr""aIs}.>l@s>","2","JJ"
"priest","target","semantic-2","two","stems-from-aff",6,14417,9.576,NA,"{pr""ist}","1","NN"
"prime","target","nw-w_foil","two","stem-standard",5,22011,9.999,NA,"{pr""aIm}","1","JJ|NN|VB"
"prison","target","semantic-2","two","stems-from-aff",6,13247,9.492,NA,"{pr""I.zn=}","1","NN"
"prisoner","target","semantic","one","two",8,4485,8.408,NA,"{pr""I.zn=}.>@`>","2","NN"
"proctor","target","nw-w_foil","one","one",7,855,6.751,NA,"{pr""Ak.t@`}","1","NN"
"producer","target","semantic","one","two",8,7676,8.946,NA,"{pr@-.-d""us}.>@`>","3","NN"
"proud","target","stem-from-affix-conds","two","stems-from-aff",5,16648,9.72,NA,"{pr""aUd}","1","JJ|NN"
"proudly","target","suffix","one","one",7,2333,7.755,NA,"{pr""aUd}.>li>","2","RB"
"prove","prime","stem-from-affix-conds","two","stems-from-aff",5,31645,10.362,NA,"{pr""uv}","1","VB|NN"
"proverb","target","identity","one","one",7,1202,7.092,NA,"{pr""A.v3`b}","1","NN"
"qualify","prime","stem-from-affix-conds","two","stems-from-aff",7,9003,9.105,NA,"{kw""A.l@.faI}","1","VB"
"quibble","target","nw-w_foil","one","one",7,835,6.727,NA,"{kw""I.bl=}","1","VB|NN"
"raise","target","identity","two","stem-standard",5,24837,10.12,NA,"{r""ez}","1","VB|NN"
"rambling","prime","orthographic","one","two",8,1642,7.404,NA,"{r""am.bl=}.>IN>","2","NN|VB|JJ"
"rampage","target","orthographic","one","two",7,1277,7.152,NA,"{r""am.p--edZ}","2","NN"
"rational","target","stem-from-prefixed-prime","two","stem-standard",8,11109,9.316,NA,"{r""aS.nl=}","1","JJ"
"reactions","prime","semantic","one","two",9,7371,8.905,NA,"{ri-.-""ak.S$}>n=>>z>","4","NN"
"readjust","target","prefix","one","one",8,184,5.215,NA,"<r%i<{@.dZ""Vst}","2","VB"
"reappear","prime","prefixed-stem","one","one",8,563,6.333,NA,"<r%i<{@.p""Ir}","2","VB|JJ"
"rearm","prime","prefixed-stem","one","one",5,66,4.19,NA,"<r%i<.{""Arm}","2","VB"
"rearrange","prime","prefixed-stem","one","one",9,797,6.681,NA,"<r%i<{@`.r""endZ}","2","VB"
"rebirth","prime","stem-from-prefixed-prime","two","stem-standard",7,2644,7.88,NA,"<r%i<.{b""3`T}","2","NN"
"rebound","target","prefixed-stem","one","one",7,1240,7.123,NA,"<r""i<.{baUnd}","2","NN"
"rebuild","prime","prefix","one","one",7,4261,8.357,NA,"<r%i<.{b""Ild}","2","VB"
"recharge","prime","prefixed-stem","one","one",8,835,6.727,NA,"<r%i<.{tS""ArdZ}","2","VB|NN"
"recount","prime","prefixed-stem","one","one",7,337,5.82,NA,"<r""i<.{kaUnt}","2","NN"
"recreate","prime","stem-from-prefixed-prime","two","stem-standard",8,1604,7.38,NA,"<r%i<.{kri.""et}","2","VB"
"recycle","prime","prefix","one","one",7,1094,6.998,NA,"<r%i<.{s""aI.kl=}","2","VB"
"redirect","target","prefixed-stem","one","one",8,1989,7.595,NA,"<r%i<.{d@.r""Ekt}","2","VB"
"redo","prime","prefixed-stem","one","one",4,1061,6.967,NA,"<r%i<.{d""u}","2","VB"
"reduction","prime","semantic","one","two",9,8325,9.027,NA,"{rI-.-d""Vk.S--n=}","3","NN"
"refurbish","target","prefix","one","one",9,88,4.477,NA,"<r%i<.{f""3`.bIS}","2","VB"
"relation","prime","semantic","one","two",8,8066,8.995,NA,"{rI.l""e.S$}>n=>","2","NN"
"relive","target","prefix","one","one",6,308,5.73,NA,"<r%i<.{l""Iv}","2","VB"
"relive","prime","stem-from-prefixed-prime","two","stem-standard",6,308,5.73,NA,"<r%i<.{l""Iv}","2","VB"
"reload","target","prefixed-stem","one","one",6,2268,7.727,NA,"<r%i<.{l""od}","2","NN|VB"
"relocate","target","prefixed-stem","one","one",8,2261,7.724,NA,"<r%i<.{l""o.ket}","2","VB"
"remake","prime","stem-from-prefixed-prime","two","stem-standard",6,1492,7.308,NA,"<r""i<.{mek}","2","NN"
"remarry","prime","prefix","one","one",7,102,4.625,NA,"<r%i<.{m""a.ri}","2","VB"
"remodel","target","prefix","one","one",7,96,4.564,NA,"<r%i<.{m""A.4l=}","2","NN"
"rename","target","prefix","one","one",6,3885,8.265,NA,"<r%i<.{n""em}","2","VB"
"reopen","prime","stem-from-prefixed-prime","two","stem-standard",6,782,6.662,NA,"<r%i<.{""o.p@n}","2","VB"
"reorder","target","prefixed-stem","one","one",7,278,5.628,NA,"<r%i<.{""Or.4@`}","2","VB"
"repaint","prime","prefix","one","one",7,391,5.969,NA,"<r%i<.{p""ent}","2","VB"
"reprint","target","prefixed-stem","one","one",7,2890,7.969,NA,"<r""i<.{prInt}","2","NN"
"reread","target","prefixed-stem","one","one",6,1772,7.48,NA,"<r%i<.{r""id}","2","VB"
"resale","target","prefix","one","one",6,1381,7.231,NA,"<r""i<.{sel}","2","NN"
"resettle","target","prefixed-stem","one","one",8,64,4.159,NA,"<r%i<.{s""E.4l=}","2","VB"
"residue","target","identity","one","one",7,1206,7.095,NA,"{r""E.z@.du}","1","NN"
"rest","prime","stem-from-affix-conds","two","stems-from-aff",4,78610,11.272,NA,"{r""Est}","1","NN|VB"
"restless","prime","suffix","one","one",8,956,6.863,NA,"{r""Est}.>l@s>","2","JJ"
"restock","prime","prefixed-stem","one","one",7,140,4.942,NA,"<r%i<.{st""Ak}","2","VB"
"retouch","prime","prefix","one","one",7,51,3.932,NA,"<r%i<.{t""VtS}","2","VB"
"retrace","prime","prefix","one","one",7,492,6.198,NA,"<r%i<.{tr""es}","2","VB"
"rightful","prime","suffixed-stem","one","one",8,908,6.811,NA,"{r""aIt}.>fl=>","2","JJ"
"rightly","target","suffixed-stem","one","one",7,2179,7.687,NA,"{r""aIt}.>li>","2","RB"
"romantic","prime","semantic","one","two",8,6456,8.773,NA,"{ro.m""an.4Ik}","1","JJ|NN"
"safe","target","stem-from-prefixed-prime","two","stem-standard",4,33169,10.409,NA,"{s""ef}","1","JJ|NN"
"sale","target","stem-from-affix-conds","two","stems-from-aff",4,95391,11.466,NA,"{s""el}","1","NN"
"sanctuary","prime","semantic","one","two",9,5772,8.661,NA,"{s""aNk.tS--u.%E.ri}","2","NN"
"sand","target","semantic-2","two","stems-from-aff",4,10083,9.219,NA,"{s""and}","1","NN|VB"
"sane","target","stem-from-affix-conds","two","stems-from-aff",4,3942,8.279,NA,"{s""en}","1","JJ|NN"
"sapphire","target","identity","one","one",8,2832,7.949,NA,"{s""a.faIr}","1","NN"
"scale","target","identity","two","stem-standard",5,24681,10.114,NA,"{sk""el}","1","NN|VB"
"scarcely","target","suffixed-stem","one","one",8,742,6.609,NA,"{sk""Ers}.>li>","2","RB|JJ"
"scarcity","prime","suffixed-stem","one","one",8,611,6.415,NA,"{sk""Ers}.>@.4i>","2","NN"
"scarf","prime","semantic-2","two","stems-from-aff",5,826,6.717,NA,"{sk""Arf}","1","NN"
"schedules","prime","orthographic","one","two",9,4807,8.478,NA,"{sk""E.dZul}>z>","2","NN|VB"
"schematic","target","orthographic","one","two",9,2021,7.611,NA,"{skIm$}.>""a.4Ik>","2","JJ"
"school","target","stem-from-prefixed-prime","two","stem-standard",6,119951,11.695,NA,"{sk""ul}","1","NN|VB"
"scorpion","target","identity","one","one",8,2696,7.9,NA,"{sk""Or.pi@n}","1","NN"
"scrambled","prime","orthographic","one","two",9,1652,7.41,NA,"{skr""am.bl=}>d>","2","VB"
"scratches","target","orthographic","one","two",9,2273,7.729,NA,"{skr""atS}.>@z>","2","NN|VB"
"scuba","prime","semantic-2","two","stems-from-aff",5,2174,7.684,NA,"{sk""u.b@}","1","NN"
"seam","target","stem-from-affix-conds","two","stems-from-aff",4,1085,6.989,NA,"{s""im}","1","NN|VB"
